code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
mkckks,Remi Ayasaki,Horimiya,ice,👍,ntb,46,924,N/A,N/A,0,N/A,false,false,N/A,N/A,24,29,78,229,"Und, Hyp"
mkc0ap,Vritra,Fate/Grand Order,fire,🏍️,fate,18,1696,N/A,N/A,0,N/A,false,false,N/A,N/A,44,54,59,201,"Ven, Bli"
mk9euy,Lilac,SERVAMP,fire,👍,ntb,4,725,N/A,N/A,0,N/A,false,false,N/A,N/A,43,22,40,253,"Mys, Cos"
mk9crf,Twisted Fate,League of Legends,light,👍,ntb,17,1068,N/A,N/A,0,N/A,false,false,N/A,N/A,23,60,29,271,"Ref, Tim"
mk8l8y,Creeper,Minecraft,void,👍,ntb,15,310,N/A,N/A,0,N/A,false,false,N/A,N/A,44,23,44,209,"Out, Ato"
mk8gjq,Sarcaster,Sofi,light,👍,ntb,38,1177,N/A,N/A,0,N/A,false,false,N/A,N/A,20,43,34,291,"Rot, Tim"
mk63g1,Temari,Naruto,ice,👍,ntb,13,761,N/A,N/A,0,N/A,false,false,N/A,N/A,58,23,41,193,"Pur, Nec"
mk5npm,Nia Teppelin,Gurren Lagann,metal,👍,ntb,14,666,N/A,N/A,0,N/A,false,false,N/A,N/A,43,69,26,221,"Sha, Dra"
mk5382,Kohaku,Dr. Stone,earth,👍,ntb,23,1522,N/A,N/A,0,N/A,false,false,N/A,N/A,30,24,59,209,"Nec, Dru"
mk4vv1,Moeka Kiryuu,Steins;Gate,wind,👍,ntb,11,1710,N/A,N/A,0,N/A,false,false,N/A,N/A,42,52,49,270,"Nec, Ven"
mk4fqq,Mire,TRI.BE,earth,👍,ntb,11,613,N/A,N/A,0,N/A,false,false,N/A,N/A,38,20,51,194,"Pur, Hel"
mk4ab3,Glamrock Chica,Five Nights at Freddy's,ice,👍,ntb,24,954,N/A,N/A,0,N/A,false,false,N/A,N/A,22,34,39,265,"Dru, Hol"
mk46u8,Achilles,Hades,void,👍,ntb,10,1644,N/A,N/A,0,N/A,false,false,N/A,N/A,20,44,22,198,"Alm, Ref"
mk453o,Harobalomia,Fate/Grand Order,ice,🏍️,fate,0,1196,N/A,N/A,0,N/A,false,false,N/A,N/A,22,32,57,228,"Pur, Ref"
mk445e,Sion Eltnam Sokaris,Fate/Grand Order,wood,🏍️,fate,1,756,N/A,N/A,0,N/A,false,false,N/A,N/A,37,57,73,207,"Roc, Bod"
mk0yun,Onikata Kayoko,Blue Archive,light,🏫,ba,26,1272,N/A,N/A,0,N/A,false,false,N/A,N/A,52,27,31,291,"Roc, Hol"
mjxark,Omaru Polka,Hololive,ice,👍,ntb,58,1041,N/A,N/A,0,N/A,false,false,N/A,N/A,53,36,50,264,"Tau, Hyp"
mjnf86,Ozymandias,Fate/Prototype,wind,🏍️,fate,14,663,N/A,N/A,0,N/A,false,false,N/A,N/A,43,22,20,261,"Hel, Rot"
mjw1q3,Chun-Li,Street Fighter,void,👍,ntb,49,215,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,38,195,"Gra, Bli"
mjtt0g,BB Pele,Fate/Grand Order,void,🏍️,fate,5,968,N/A,N/A,0,N/A,false,false,N/A,N/A,27,44,28,203,"Tau, Gra"
mjtify,Lady,Devil May Cry,ice,👍,ntb,15,1815,N/A,N/A,0,N/A,false,false,N/A,N/A,28,36,28,252,"Gra, Mys"
mjt2uo,Prospector,Identity V,void,👍,ntb,13,169,N/A,N/A,0,N/A,false,false,N/A,N/A,30,51,25,240,"Dra, Mys"
mjs9e5,Shen,League of Legends,void,👍,ntb,9,1898,N/A,N/A,0,N/A,false,false,N/A,N/A,46,34,66,222,"Tim, Ref"
mjs6p2,Erika Amano,A Couple of Cuckoos,wind,👍,ntb,41,614,N/A,N/A,0,N/A,false,false,N/A,N/A,37,45,58,208,"Nec, Und"
mjs0fy,Monkey D. Dragon,One Piece,wind,👍,ntb,23,1651,N/A,N/A,0,N/A,false,false,N/A,N/A,52,23,32,228,"Out, Mys"
mjryt8,Souya Kawata,Tokyo Revengers,light,👍,ntb,24,1218,N/A,N/A,0,N/A,false,false,N/A,N/A,59,55,26,199,"Mys, Tem"
mjprjy,Hugo Lesseps,Infinite Dendrogram,metal,👍,ntb,5,1518,N/A,N/A,0,N/A,false,false,N/A,N/A,44,34,40,204,"Hel, Out"
mjpnqy,Yvonne Smollet,"Please Bully Me, Miss Villainess!",void,👍,ntb,9,764,N/A,N/A,0,N/A,false,false,N/A,N/A,60,36,48,222,"Ser, Har"
mjphc6,Sola-Ui Nuada-Re Sophia-Ri,Fate/Zero,metal,🏍️,fate,0,232,N/A,N/A,0,N/A,false,false,N/A,N/A,39,58,47,194,"Bli, Sha"
mjovzg,Eden,Honkai Impact 3rd,wind,👍,ntb,31,1980,N/A,N/A,0,N/A,false,false,N/A,N/A,32,33,23,276,"Out, Hol"
mjnmfs,Morgan le Fay,Fate/Apocrypha,void,🏍️,fate,9,1588,N/A,N/A,0,N/A,false,false,N/A,N/A,25,40,28,269,"Vis, Tim"
mjlh82,Kaidou,One Piece,earth,👍,ntb,70,678,N/A,N/A,0,N/A,false,false,N/A,N/A,50,58,50,226,"Dra, Har"
mjlf0m,Amadeus,Steins;Gate 0,fire,👍,ntb,7,1306,N/A,N/A,0,N/A,false,false,N/A,N/A,57,20,30,213,"Roc, Bod"
mjkma1,Jingo Raichi,Blue Lock,wind,👍,ntb,22,825,N/A,N/A,0,N/A,false,false,N/A,N/A,30,25,30,208,"Und, Roc"
mickx2,Herrscher of Thunder,Honkai Impact 3rd,earth,👍,ntb,82,750,N/A,N/A,0,N/A,false,false,N/A,N/A,31,43,50,276,"Pur, Har"
mjjzes,Demoman,Team Fortress 2,metal,👍,ntb,14,127,N/A,N/A,0,N/A,false,false,N/A,N/A,52,33,60,272,"Ser, Ven"
mjhn2x,Aine Chidorigafuchi,Hybrid x Heart Magias Academy Ataraxia,fire,👍,ntb,32,913,N/A,N/A,0,N/A,false,false,N/A,N/A,48,25,42,214,"Alm, Und"
mjh5ui,Himiko Toga,My Hero Academia,wood,💰,trade,360,761,N/A,N/A,0,N/A,false,false,N/A,N/A,29,27,83,225,"Mys, Tem"
mjh4uz,Shinpei Ajiro,Summertime Rendering,wood,👍,ntb,48,868,N/A,N/A,0,N/A,false,false,N/A,N/A,34,20,52,223,"Pur, Dru"
mjgo0z,Jiwon,Fromis_9,earth,👍,ntb,26,922,N/A,N/A,0,N/A,false,false,N/A,N/A,42,35,26,318,"Out, Ser"
mjg122,Vegeta,Dragon Ball,metal,👍,ntb,266,1142,N/A,N/A,0,N/A,false,false,N/A,N/A,40,39,69,292,"Ref, Eth"
mjdlkd,Cu Chulainn (Caster),Fate/Grand Order,wood,🏍️,fate,1,1497,N/A,N/A,0,N/A,false,false,N/A,N/A,20,70,46,190,"Dra, Roc"
mhlphn,Jack the Ripper,Fate/Apocrypha,fire,🏍️,fate,10,978,N/A,N/A,0,N/A,false,false,N/A,N/A,42,22,36,255,"Hyp, Bod"
mjdg36,Cu Chulainn (Prototype),Fate/Prototype,earth,🏍️,fate,0,596,N/A,N/A,0,N/A,false,false,N/A,N/A,43,40,29,303,"Spi, Und"
mixoau,Assassin,Fate/Stay Night,void,🏍️,fate,2,633,N/A,N/A,0,N/A,false,false,N/A,N/A,68,22,52,238,"Dru, Mys"
mhn8w6,Super Orion,Fate/Grand Order,earth,🏍️,fate,3,1614,N/A,N/A,0,N/A,false,false,N/A,N/A,36,52,45,230,"Ser, Tem"
mjfs6q,Toph Beifong,Avatar: The Last Airbender,wind,👍,ntb,90,1371,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,53,233,"Vis, Pur"
mjfd93,Scaramouche,Genshin Impact,metal,💰,trade,529,1211,N/A,N/A,0,N/A,false,false,N/A,N/A,53,25,47,197,"Rot, Dra"
mjdlwk,Diavolo,Obey Me!,void,👍,ntb,38,1678,N/A,N/A,0,N/A,false,false,N/A,N/A,51,40,56,264,"Bod, Har"
mjcxha,C.C.,Code Geass: Lelouch of the Rebellion,wind,😼,ultanul,288,1873,N/A,N/A,0,N/A,false,false,N/A,N/A,37,50,53,221,"Ser, Cos"
mjd7gy,Camilla,Fire Emblem Fates,fire,🏍️,fate,33,81,N/A,N/A,0,N/A,false,false,N/A,N/A,24,39,32,209,"Hol, Eth"
mjcmpn,Aang,Avatar: The Last Airbender,earth,👍,ntb,91,1772,N/A,N/A,0,N/A,false,false,N/A,N/A,40,52,25,228,"Mys, Hel"
mjc40h,Nano Shinonome,Nichijou - My Ordinary Life,wood,👍,ntb,7,820,N/A,N/A,0,N/A,false,false,N/A,N/A,23,29,29,227,"Dra, Tim"
mjc2n8,Ekko,League of Legends,ice,👍,ntb,11,590,N/A,N/A,0,N/A,false,false,N/A,N/A,32,40,39,265,"Ref, Hyp"
mjbkch,Saiba Momoi,Blue Archive,metal,🏫,ba,15,1464,N/A,N/A,0,N/A,false,false,N/A,N/A,54,54,46,204,"Vor, Tim"
mj9e19,Akechi Mitsuhide,Fate/Grand Order,wind,🏍️,fate,2,713,N/A,N/A,0,N/A,false,false,N/A,N/A,57,43,54,241,"Pur, Ato"
mj8ymg,Akane Shinjou,SSSS.Gridman,wind,👍,ntb,11,1931,N/A,N/A,0,N/A,false,false,N/A,N/A,46,35,30,212,"Spi, Tau"
mj8sj8,Pantheon,League of Legends,wind,👍,ntb,8,1555,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,58,252,"Ser, Bli"
mj7h5l,Yone,League of Legends,void,👍,ntb,47,511,N/A,N/A,0,N/A,false,false,N/A,N/A,41,64,57,266,"Ref, Nec"
mj5dwx,Sunwoo,The Boyz,metal,👍,ntb,50,86,N/A,N/A,0,N/A,false,false,N/A,N/A,44,43,47,274,"Ato, Vor"
mj4xlr,Fu Hua,Honkai Impact 3rd,earth,👍,ntb,84,1946,N/A,N/A,0,N/A,false,false,N/A,N/A,20,55,44,191,"Tim, Roc"
mj3owl,Kim Taehyung,Save Me,earth,👍,ntb,106,54,N/A,N/A,0,N/A,false,false,N/A,N/A,24,43,44,292,"Tem, Alm"
mj1pn4,Lady Kasuga,Fate/Grand Order,light,🏍️,fate,1,899,N/A,N/A,0,N/A,false,false,N/A,N/A,48,36,31,225,"Har, Hyp"
mj1p5o,Mozzie,Tom Clancy's Rainbow Six Siege,earth,👍,ntb,5,798,N/A,N/A,0,N/A,false,false,N/A,N/A,29,72,60,227,"Gra, Eth"
mi393v,Gilgamesh,Fate/Zero,light,🏍️,fate,162,753,N/A,N/A,0,N/A,false,false,N/A,N/A,79,29,22,273,"Alm, Vor"
mj0118,Leonardo da Vinci,Fate/Grand Order,ice,🏍️,fate,5,1738,N/A,N/A,0,N/A,false,false,N/A,N/A,36,24,54,270,"Hol, Gra"
miy0ok,Mi Ryeong,The Advanced Player of the Tutorial Tower,void,👍,ntb,9,109,N/A,N/A,0,N/A,false,false,N/A,N/A,53,31,36,300,"Vor, Dra"
mixrr0,Tomoe Gozen,Fate/Grand Order,void,🏍️,fate,9,815,N/A,N/A,0,N/A,false,false,N/A,N/A,48,20,52,251,"Bod, Nec"
mix8kv,Harutora Tsuchimikado,Tokyo Ravens,wood,👍,ntb,6,739,N/A,N/A,0,N/A,false,false,N/A,N/A,37,47,51,193,"Sha, Hol"
mix1rt,Yoo Sangah,Omniscient Reader's Viewpoint,fire,👍,ntb,110,605,N/A,N/A,0,N/A,false,false,N/A,N/A,54,33,34,250,"Und, Dra"
miw6h8,Okuyasu Nijimura,JoJo's Bizarre Adventure: Diamond is Unbreakable,void,👍,ntb,34,584,N/A,N/A,0,N/A,false,false,N/A,N/A,52,39,32,223,"Tau, Vis"
miw49x,Neon,Valorant,metal,👍,ntb,60,1044,N/A,N/A,0,N/A,false,false,N/A,N/A,40,34,27,268,"Ser, Alm"
mivt97,Sora Kasugano,Yosuga no Sora,wood,👍,ntb,16,813,N/A,N/A,0,N/A,false,false,N/A,N/A,41,26,47,191,"Tem, Nec"
mivo91,Vestia Zeta,Hololive ID,ice,👍,ntb,61,692,N/A,N/A,0,N/A,false,false,N/A,N/A,41,58,24,212,"Eth, Cos"
mhj6ai,Gilgamesh (Caster),Fate/Grand Order,void,🏍️,fate,65,1877,N/A,N/A,0,N/A,false,false,N/A,N/A,43,55,34,239,"Alm, Bod"
mi2bp1,Gilles de Rais,Fate/Zero,wind,🏍️,fate,0,908,N/A,N/A,0,N/A,false,false,N/A,N/A,53,42,44,273,"Ref, Roc"
mitm65,WOODZ,SOLOIST,metal,👍,ntb,27,764,N/A,N/A,0,N/A,false,false,N/A,N/A,34,42,61,206,"Tem, Vor"
misbd3,Yuu Otosaka,Charlotte,ice,👍,ntb,24,549,N/A,N/A,0,N/A,false,false,N/A,N/A,47,24,37,265,"Sha, Eth"
mis73m,Moira,Overwatch,ice,👍,ntb,24,1640,N/A,N/A,0,N/A,false,false,N/A,N/A,39,52,44,215,"Tau, Roc"
miqf51,Blade,NU: Carnival,wind,👍,ntb,23,599,N/A,N/A,0,N/A,false,false,N/A,N/A,31,30,78,192,"Ref, Eth"
mipih0,James,Pokemon People,wind,👍,ntb,35,1701,N/A,N/A,0,N/A,false,false,N/A,N/A,46,40,52,229,"Roc, Spi"
mipfqs,Ant-Man,Marvel Cinematic Universe,ice,👍,ntb,10,1823,N/A,N/A,0,N/A,false,false,N/A,N/A,25,76,40,221,"Cos, Out"
mil42i,Ichibe Hyosube,Bleach,earth,👍,ntb,9,1007,N/A,N/A,0,N/A,false,false,N/A,N/A,36,51,54,239,"Und, Vor"
mikc1b,Yone,League of Legends,fire,👍,ntb,47,1324,N/A,N/A,0,N/A,false,false,N/A,N/A,30,52,38,226,"Alm, Hel"
migy9u,Princess of the Crystal,Penguindrum,fire,👍,ntb,23,737,N/A,N/A,0,N/A,false,false,N/A,N/A,46,21,59,253,"Pur, Hel"
migtzj,Kakeru Ryuuen,Classroom of the Elite,wind,👍,ntb,11,1688,N/A,N/A,0,N/A,false,false,N/A,N/A,49,35,21,330,"Dra, Mys"
migpri,Nora von Nuremberg,A Stepmother's Marchen,wood,👍,ntb,21,1324,N/A,N/A,0,N/A,false,false,N/A,N/A,38,40,39,264,"Alm, Hel"
miggt9,Mephisto Pheles,Blue Exorcist,wind,👍,ntb,13,1333,N/A,N/A,0,N/A,false,false,N/A,N/A,26,60,45,199,"Vis, Bli"
miggcg,Nakime,Demon Slayer,light,👍,ntb,8,1380,N/A,N/A,0,N/A,false,false,N/A,N/A,45,27,50,252,"Und, Vis"
migb56,Knocknarea,Fate/Grand Order,metal,🏍️,fate,0,528,N/A,N/A,0,N/A,false,false,N/A,N/A,51,40,36,240,"Out, Und"
mig5s4,Mingi,ATEEZ,wood,👍,ntb,122,889,N/A,N/A,0,N/A,false,false,N/A,N/A,22,35,56,236,"Eth, Bod"
mifwlm,Phineas Flynn,Phineas and Ferb,wind,👍,ntb,19,777,N/A,N/A,0,N/A,false,false,N/A,N/A,21,35,23,213,"Vis, Bod"
mie0ym,Ezreal,League of Legends,light,👍,ntb,28,796,N/A,N/A,0,N/A,false,false,N/A,N/A,29,60,48,245,"Ser, Tem"
midszz,Inugami Korone,Hololive,void,👍,ntb,152,1772,N/A,N/A,0,N/A,false,false,N/A,N/A,45,36,46,245,"Tau, Bli"
midrsy,Rider,Fate/Stay Night,wind,🏍️,fate,80,1739,N/A,N/A,0,N/A,false,false,N/A,N/A,36,43,66,269,"Eth, Hol"
micryb,Aster,NU: Carnival,earth,👍,ntb,11,1066,N/A,N/A,0,N/A,false,false,N/A,N/A,44,28,47,227,"Spi, Tim"
micmda,Blitzcrank,League of Legends,metal,👍,ntb,7,839,N/A,N/A,0,N/A,false,false,N/A,N/A,35,30,20,251,"Cos, Bli"
miafxh,Lexie Grey,Grey's Anatomy,wind,👍,ntb,10,929,N/A,N/A,0,N/A,false,false,N/A,N/A,38,25,53,190,"Bod, Ven"
mia1ot,Fred Weasley,Harry Potter,fire,👍,ntb,25,1961,N/A,N/A,0,N/A,false,false,N/A,N/A,51,40,33,272,"Nec, Alm"
mi947k,Pikachu,Pokemon Generation I,wind,💰,trade,245,947,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,37,305,"Pur, Hyp"
mi8w12,Shoko Ieiri,Jujutsu Kaisen,wood,👍,ntb,26,597,N/A,N/A,0,N/A,false,false,N/A,N/A,49,44,44,254,"Tem, Mys"
mi8nm5,Shugen Yamada Asaemon,Hell's Paradise: Jigokuraku,ice,👍,ntb,24,680,N/A,N/A,0,N/A,false,false,N/A,N/A,49,28,32,235,"Gra, Vor"
mi8a6b,Kaede Azusagawa,Bunny Girl Senpai,void,👍,ntb,43,520,N/A,N/A,0,N/A,false,false,N/A,N/A,26,46,52,257,"Hel, Ato"
mi5wy3,Ryuuko Matoi,KILL la KILL,ice,💰,trade,146,962,N/A,N/A,0,N/A,false,false,N/A,N/A,49,53,43,195,"Cos, Und"
mi5pft,Meroune Lorelei,Monster Musume: Everyday Life with Monster Girls,wood,👍,ntb,7,869,N/A,N/A,0,N/A,false,false,N/A,N/A,36,43,92,197,"Bli, Ref"
mi54yl,Mayuri Shiina,Steins;Gate,ice,👍,ntb,48,786,N/A,N/A,0,N/A,false,false,N/A,N/A,45,44,38,199,"Tem, Bli"
mi2ten,Roy,Fire Emblem: The Binding Blade,metal,👍,ntb,11,628,N/A,N/A,0,N/A,false,false,N/A,N/A,36,59,49,200,"Tau, Ven"
mi2n6s,Ha Yuri Zahard,Tower of God,earth,👍,ntb,62,639,N/A,N/A,0,N/A,false,false,N/A,N/A,51,48,23,279,"Alm, Mys"
mi1y13,Haruhime Sanjouno,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,light,👍,ntb,19,1115,N/A,N/A,0,N/A,false,false,N/A,N/A,34,35,34,271,"Hol, Gra"
mi1k0a,Shiina Yuika,Nijisanji,wind,👍,ntb,6,771,N/A,N/A,0,N/A,false,false,N/A,N/A,51,30,36,246,"Ato, Spi"
mi0s3q,Trey Clover,Twisted Wonderland,wind,👍,ntb,13,1032,N/A,N/A,0,N/A,false,false,N/A,N/A,54,47,43,196,"Mys, Vis"
mhzb7r,Free De La Hoya,Beyblade Burst,metal,👍,ntb,12,804,N/A,N/A,0,N/A,false,false,N/A,N/A,78,86,53,208,"Bod, Pur"
mhyff6,Orion (Artemis),Fate/Grand Order,wood,🏍️,fate,0,850,N/A,N/A,0,N/A,false,false,N/A,N/A,38,32,35,228,"Tau, Ato"
mh818t,Saber (Alter),Fate/Stay Night,fire,🗡️,saberface,236,1855,N/A,N/A,0,N/A,false,false,N/A,N/A,77,35,42,223,"Pur, Bod"
mhycqj,Makoto Tachibana,Free! - Iwatobi Swim Club,metal,👍,ntb,44,874,N/A,N/A,0,N/A,false,false,N/A,N/A,49,47,23,224,"Sha, Tim"
mhxznf,Dark Magician Girl,Yu-Gi-Oh! Monsters,wood,👍,ntb,27,1230,N/A,N/A,0,N/A,false,false,N/A,N/A,28,59,20,256,"Hyp, Dru"
mhvemr,Ori,Ori and the Blind Forest,earth,👍,ntb,8,1580,N/A,N/A,0,N/A,false,false,N/A,N/A,30,22,33,212,"Ser, Tim"
mhv826,Lavenza,Persona 5,earth,👍,ntb,15,1859,N/A,N/A,0,N/A,false,false,N/A,N/A,50,32,24,231,"Rot, Spi"
mhv6at,Verose,Freaking Romance,wood,👍,ntb,8,405,N/A,N/A,0,N/A,false,false,N/A,N/A,35,37,47,231,"Dra, Roc"
mhuim4,Nitocris,Fate/Grand Order,metal,🏍️,fate,15,1226,N/A,N/A,0,N/A,false,false,N/A,N/A,24,22,47,243,"Bod, Out"
mht0pd,Sheon,Billlie,void,👍,ntb,12,950,N/A,N/A,0,N/A,false,false,N/A,N/A,27,26,26,228,"Nec, Bli"
mhrcq4,Denki Kaminari,My Hero Academia,metal,👍,ntb,86,388,N/A,N/A,0,N/A,false,false,N/A,N/A,57,36,40,270,"Hol, Mys"
mhr864,Himiko Yumeno,Danganronpa V3: Killing Harmony,metal,👍,ntb,13,1453,N/A,N/A,0,N/A,false,false,N/A,N/A,37,41,33,269,"Nec, Pur"
mhr38q,Han Solo,Star Wars,void,👍,ntb,17,725,N/A,N/A,0,N/A,false,false,N/A,N/A,38,78,21,254,"Cos, Dru"
mhr0vd,Mother Spider Demon,Demon Slayer,void,👍,ntb,22,893,N/A,N/A,0,N/A,false,false,N/A,N/A,25,49,28,244,"Bod, Dra"
mhqvpt,Passionlip,Fate/Extra,ice,🏍️,fate,4,672,N/A,N/A,0,N/A,false,false,N/A,N/A,31,31,56,190,"Har, Und"
mhqtpv,Yan Wushi,Thousand Autumns,fire,👍,ntb,14,407,N/A,N/A,0,N/A,false,false,N/A,N/A,38,39,21,268,"Bli, Tem"
mhqhfk,Mai Odzuka,Watanare,void,👍,ntb,22,1833,N/A,N/A,0,N/A,false,false,N/A,N/A,26,46,37,194,"Gra, Vor"
mhqfy2,Bedivere,Fate/Stay Night,void,🏍️,fate,7,1396,N/A,N/A,0,N/A,false,false,N/A,N/A,44,27,32,219,"Ser, Rot"
mhq8dh,Yoda,Star Wars,light,👍,ntb,11,1599,N/A,N/A,0,N/A,false,false,N/A,N/A,54,28,31,236,"Bod, Pur"
mhmhra,O-Tama,One Piece,earth,👍,ntb,10,623,N/A,N/A,0,N/A,false,false,N/A,N/A,33,54,54,273,"Ato, Dra"
mhmatu,Eunbi,IZONE,ice,👍,ntb,21,1016,N/A,N/A,0,N/A,false,false,N/A,N/A,32,20,82,215,"Ref, Tem"
mhm37u,Chara,Undertale,wind,👍,ntb,31,1186,N/A,N/A,0,N/A,false,false,N/A,N/A,40,50,45,231,"Hel, Bli"
mhlzv3,Baekhyun,EXO,ice,👍,ntb,68,1596,N/A,N/A,0,N/A,false,false,N/A,N/A,40,49,27,298,"Tau, Mys"
mhlnie,Filo,The Rising of the Shield Hero,earth,👍,ntb,76,1770,N/A,N/A,0,N/A,false,false,N/A,N/A,33,38,22,208,"Rot, Har"
mhj4sk,Atom Eve,Invincible,wind,👍,ntb,8,890,N/A,N/A,0,N/A,false,false,N/A,N/A,28,63,47,294,"Hol, Sha"
mh3imt,Artoria Pendragon (Lancer Alter),Fate/Grand Order,fire,🗡️,saberface,36,1169,N/A,N/A,0,N/A,false,false,N/A,N/A,58,28,31,194,"Cos, Ven"
mgpnp5,Xiao,Genshin Impact,ice,👍,ntb,1275,1229,N/A,N/A,0,N/A,false,false,N/A,N/A,23,64,30,237,"Ref, Ven"
mhexao,Boudica,Fate/Grand Order,light,🏍️,fate,1,643,N/A,N/A,0,N/A,false,false,N/A,N/A,59,57,21,278,"Vor, Hel"
mfxjyi,Saber,Fate/Zero,void,🗡️,saberface,518,890,N/A,N/A,0,N/A,true,false,N/A,N/A,64,57,23,216,"Tem, Vor"
mhecza,Tokita Ohma,Kengan Ashura,wood,👍,ntb,25,645,N/A,N/A,0,N/A,false,false,N/A,N/A,43,80,57,265,"Vis, Hyp"
mhe8av,Asia Argento,High School DxD,fire,👍,ntb,159,1463,N/A,N/A,0,N/A,false,false,N/A,N/A,39,20,57,194,"Mys, Ato"
mhdr62,Sona,League of Legends,void,👍,ntb,29,1757,N/A,N/A,0,N/A,false,false,N/A,N/A,59,27,33,254,"Bli, Hol"
mhdfg1,Ryohei Arisu,Alice in Borderland,fire,👍,ntb,70,1582,N/A,N/A,0,N/A,false,false,N/A,N/A,38,26,29,276,"Vor, Sha"
mhd9px,Seungyoun,X1,earth,👍,ntb,5,1333,N/A,N/A,0,N/A,false,false,N/A,N/A,23,33,29,230,"Vis, Tau"
mhczzi,Magisa,Granblue Fantasy,light,👍,ntb,19,923,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,29,256,"Hel, Spi"
mhaxjq,Alice,The Duke of Death and His Maid,metal,👍,ntb,23,604,N/A,N/A,0,N/A,false,false,N/A,N/A,57,30,74,266,"Hyp, Roc"
mh945l,Sakonji Urokodaki,Demon Slayer,fire,👍,ntb,18,952,N/A,N/A,0,N/A,false,false,N/A,N/A,31,55,29,283,"Hel, Tim"
mh71ne,Tsumugi Shirogane,Danganronpa V3: Killing Harmony,light,👍,ntb,6,1666,N/A,N/A,0,N/A,false,false,N/A,N/A,21,74,26,244,"Har, Rot"
mh6m3n,Jinx,Arcane,ice,👍,ntb,274,1906,N/A,N/A,0,N/A,false,false,N/A,N/A,52,24,49,278,"Dru, Tim"
mh60iu,Masataka Kiyomizu,Tokyo Revengers,ice,👍,ntb,7,1539,N/A,N/A,0,N/A,false,false,N/A,N/A,58,27,48,229,"Ref, Ato"
mh5vdn,Midnight,My Hero Academia,ice,👍,ntb,30,1563,N/A,N/A,0,N/A,false,false,N/A,N/A,30,45,55,245,"Bod, Cos"
mh5iln,Priestess,Identity V,ice,👍,ntb,12,504,N/A,N/A,0,N/A,false,false,N/A,N/A,43,58,50,210,"Spi, Pur"
mh534q,Katerea Leviathan,High School DxD New,light,👍,ntb,11,727,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,67,292,"Vis, Cos"
mh50zw,Build,Kamen Rider,wood,👍,ntb,12,519,N/A,N/A,0,N/A,false,false,N/A,N/A,39,50,28,212,"Vor, Bod"
mh4zlb,Simon,Gurren Lagann,void,👍,ntb,46,2000,N/A,N/A,0,N/A,false,false,N/A,N/A,24,34,28,249,"Out, Tau"
mh3i40,Renju Okiura,AI: THE SOMNIUM FILES,metal,👍,ntb,5,1165,N/A,N/A,0,N/A,false,false,N/A,N/A,33,22,36,232,"Out, Bod"
mh1tqt,Naofumi Iwatani,The Rising of the Shield Hero,metal,👍,ntb,118,1894,N/A,N/A,0,N/A,false,false,N/A,N/A,40,59,31,217,"Tau, Har"
mh1mqq,Reiji Mitsurugi,Ace Attorney,void,👍,ntb,32,619,N/A,N/A,0,N/A,false,false,N/A,N/A,38,79,29,222,"Bli, Nec"
mh1iyj,Utatane Piko,Vocaloid,wind,👍,ntb,14,1619,N/A,N/A,0,N/A,false,false,N/A,N/A,52,27,27,226,"Roc, Hel"
mfqyax,Kallen Kaslana,Honkai Impact 3rd,fire,👍,ntb,11,911,N/A,N/A,0,N/A,false,false,N/A,N/A,22,31,33,240,"Tem, Ref"
mgnydd,Herrscher of the Void,Honkai Impact 3rd,fire,👍,ntb,53,1592,N/A,N/A,0,N/A,false,false,N/A,N/A,34,46,31,284,"Dra, Gra"
mgyobg,Kenzou Tenma,Monster,light,👍,ntb,46,694,N/A,N/A,0,N/A,false,false,N/A,N/A,51,23,45,205,"Nec, Gra"
mgybr5,Shizuku Kuroe,My Dress-Up Darling,void,👍,ntb,51,929,N/A,N/A,0,N/A,false,false,N/A,N/A,56,65,77,235,"Dru, Ato"
mgxvo9,Gilgamesh,Carnival Phantasm,wind,👍,ntb,7,1527,N/A,N/A,0,N/A,false,false,N/A,N/A,46,24,20,298,"Nec, Rot"
mgxse3,Sakura,IZONE,wind,👍,ntb,31,734,N/A,N/A,0,N/A,false,false,N/A,N/A,56,35,38,292,"Hol, Tem"
mgwyar,Xiao Xingchen,Mo Dao Zu Shi,light,👍,ntb,23,810,N/A,N/A,0,N/A,false,false,N/A,N/A,36,53,30,208,"Mys, Und"
mgu5im,Toad,Mario,earth,👍,ntb,11,736,N/A,N/A,0,N/A,false,false,N/A,N/A,50,59,52,245,"Eth, Dru"
mgt163,Rizu Ogata,We Never Learn: BOKUBEN,void,👍,ntb,9,1694,N/A,N/A,0,N/A,false,false,N/A,N/A,27,23,32,201,"Hel, Cos"
mgr66f,Chiaki Morisawa,Ensemble Stars!,void,👍,ntb,31,666,N/A,N/A,0,N/A,false,false,N/A,N/A,20,27,21,279,"Ven, Bod"
